gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g12243	2089.093271	1.314171175	0.366050297	3.590138256	0.000330503	0.001796327	2956	1572	1911	1429	2886	3563	2180	1432	1491	1461	786	1281	sp	Q5ZIJ9	MIB2_CHICK	47.433	974	413	13	1	2721	9	950	0	879	Q5ZIJ9	reviewed	MIB2_CHICK	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)	MIB2 RCJMB04_25j24	Gallus gallus (Chicken)	954	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630
g22135	140.3067785	-1.075172698	0.378452567	-2.840970817	0.004497643	0.016293454	61	178	90	90	32	36	385	301	231	279	86	159	sp	Q5R792	ATG5_PONAB	57.554	278	107	4	1	822	1	271	1.71E-116	338	Q5R792	reviewed	ATG5_PONAB	Autophagy protein 5 (APG5-like)	ATG5 APG5L	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	275	GO:0000045; GO:0000423; GO:0001974; GO:0002718; GO:0005776; GO:0005930; GO:0006325; GO:0006914; GO:0006995; GO:0009410; GO:0009620; GO:0010659; GO:0010667; GO:0016567; GO:0019776; GO:0019883; GO:0031397; GO:0032480; GO:0034045; GO:0034274; GO:0035973; GO:0039689; GO:0042311; GO:0044233; GO:0044804; GO:0045060; GO:0045824; GO:0048840; GO:0050687; GO:0050765; GO:0051279; GO:0051649; GO:0055015; GO:0060047; GO:0070254; GO:0070257; GO:0071500; GO:1901096; GO:1902017; GO:1904093; GO:1904973; GO:2000378
g5708	272.533483	1.135847732	0.227500785	4.992720057	5.95E-07	7.36E-06	422	309	271	249	276	351	227	215	185	276	160	171	sp	Q5RB36	CUL5_PONAB	63.322	289	101	3	1	861	1	286	6.03E-118	359	Q5RB36	reviewed	CUL5_PONAB	Cullin-5 (CUL-5)	CUL5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	780	GO:0005634; GO:0016567; GO:0019005; GO:0031146; GO:0031466; GO:0031625; GO:0038026; GO:0090734; GO:0160072; GO:2001222
g5709	429.9058296	1.309336199	0.257081001	5.093088152	3.52E-07	4.61E-06	636	557	406	373	486	580	371	246	260	381	179	365	sp	Q93034	CUL5_HUMAN	75.456	493	87	3	1	1401	296	780	0	749	Q93034	reviewed	CUL5_HUMAN	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1	Homo sapiens (Human)	780	GO:0000082; GO:0004842; GO:0005262; GO:0005634; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031466; GO:0031625; GO:0038023; GO:0038026; GO:0038128; GO:0043161; GO:0070979; GO:0090734; GO:0097193; GO:0160072; GO:2001222
g2272	552.1959476	3.200837109	0.416396779	7.686988151	1.51E-14	9.09E-13	755	610	734	531	1316	587	255	121	82	125	123	80	sp	P56273	MDM2_XENLA	56.364	55	24	0	1885	2049	418	472	5.83E-15	81.6	P56273	reviewed	MDM2_XENLA	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Xdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	mdm2	Xenopus laevis (African clawed frog)	473	GO:0002039; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006915; GO:0010468; GO:0016567; GO:0042802; GO:0043066; GO:0046872; GO:0051726; GO:0061630; GO:0065008
g23737	181.8016563	-1.639814744	0.364726315	-4.496014343	6.92E-06	6.43E-05	67	73	82	150	45	40	455	301	292	224	467	247	sp	E7FDW2	PZR3B_DANRE	35.556	90	57	1	724	990	18	107	2.80E-09	63.9	E7FDW2	reviewed	PZR3B_DANRE	E3 ubiquitin-protein ligase PDZRN3-B (EC 2.3.2.27) (PDZ domain-containing RING finger protein 3-B)	pdzrn3b pdzrn3	Danio rerio (Zebrafish) (Brachydanio rerio)	1053	GO:0005737; GO:0007528; GO:0016567; GO:0045202; GO:0046872; GO:0061630
g19074	163.8212835	-0.707101064	0.240180213	-2.944043788	0.003239542	0.012382854	116	137	98	166	53	80	370	228	196	249	258	199	sp	Q9UJX3	APC7_HUMAN	46.986	564	292	4	4	1677	1	563	2.51E-158	467	Q9UJX3	reviewed	APC7_HUMAN	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7)	ANAPC7 APC7	Homo sapiens (Human)	565	GO:0000792; GO:0005634; GO:0005654; GO:0005680; GO:0005819; GO:0005829; GO:0007346; GO:0007420; GO:0015630; GO:0016567; GO:0019903; GO:0031145; GO:0045842; GO:0051301; GO:0051445; GO:0070936; GO:0070979; GO:0140767; GO:0141198
g21625	902.4658489	1.119447739	0.233674851	4.790621395	1.66E-06	1.83E-05	1103	839	997	876	1040	1212	902	525	721	691	652	580	sp	Q71U00	SKP1_XENLA	84.049	163	25	1	1	486	1	163	1.13E-79	236	Q71U00	reviewed	SKP1_XENLA	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1)	skp1 skp1a	Xenopus laevis (African clawed frog)	163	GO:0005634; GO:0005737; GO:0016567; GO:0019005; GO:0031146; GO:0031467; GO:0097602
g10609	498.3887247	-0.910502216	0.26024664	-3.498612764	0.000467685	0.00241689	359	445	312	391	156	166	1312	892	611	915	699	458	sp	Q91ZT9	ASB8_MOUSE	52.107	261	124	1	4	786	3	262	9.87E-98	291	Q91ZT9	reviewed	ASB8_MOUSE	Ankyrin repeat and SOCS box protein 8 (ASB-8)	Asb8	Mus musculus (Mouse)	288	GO:0005737; GO:0016567; GO:0035556
g21796	14396.64259	0.644495968	0.192959177	3.340063821	0.000837591	0.003959064	15319	16370	13476	15278	12501	14943	14954	11878	12627	12369	16899	11332	sp	P63245	RACK1_RAT	80.769	312	60	0	1	936	1	312	0	540	P63245	reviewed	RACK1_RAT	"Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) (Receptor of activated protein kinase C 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Receptor of activated protein C kinase 1, N-terminally processed)]"	Rack1 Gnb2l1	Rattus norvegicus (Rat)	317	GO:0001649; GO:0001891; GO:0001934; GO:0005080; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006412; GO:0007205; GO:0007369; GO:0008047; GO:0008200; GO:0008656; GO:0010629; GO:0015935; GO:0016020; GO:0016567; GO:0017148; GO:0019899; GO:0019903; GO:0030178; GO:0030292; GO:0030308; GO:0030332; GO:0030335; GO:0030425; GO:0030496; GO:0030971; GO:0031334; GO:0032436; GO:0032880; GO:0033137; GO:0035591; GO:0042169; GO:0042803; GO:0042998; GO:0043005; GO:0043022; GO:0043025; GO:0043065; GO:0043204; GO:0043473; GO:0043547; GO:0044297; GO:0045182; GO:0045879; GO:0048471; GO:0048511; GO:0050765; GO:0051302; GO:0051434; GO:0051726; GO:0051898; GO:0051901; GO:0071333; GO:0071363; GO:0072344; GO:0106070; GO:1903076; GO:1903751; GO:1990630; GO:2000114; GO:2000543; GO:2001244
g23854	60.92048869	-2.200595436	0.609450291	-3.610787406	0.000305269	0.00168195	0	35	21	23	7	27	181	91	105	135	132	94	sp	Q9R1A8	COP1_MOUSE	52.924	342	132	9	100	1092	123	446	6.47E-111	343	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g23853	54.23902331	-2.173239229	0.386665791	-5.62045901	1.90E-08	3.43E-07	25	17	7	31	8	15	187	76	79	97	130	91	sp	Q9R1A8	COP1_MOUSE	76.981	265	57	1	1	783	469	733	6.45E-148	434	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g16921	661.5093978	1.592869057	0.354675166	4.491064523	7.09E-06	6.56E-05	1127	925	627	1107	616	658	880	333	294	579	133	343	sp	Q8LEV3	Y2060_ARATH	23.108	251	142	9	145	807	344	573	2.63E-07	57	Q8LEV3	reviewed	Y2060_ARATH	BTB/POZ domain-containing protein At2g30600	At2g30600/At2g30610 T6B20.5/T6B20.4	Arabidopsis thaliana (Mouse-ear cress)	809	GO:0016567
g19889	473.7226721	1.486391408	0.357020149	4.163326391	3.14E-05	0.000239563	702	421	424	350	784	613	328	185	303	428	184	340	sp	A5HK05	APBP2_RAT	67.826	575	183	1	10	1734	3	575	0	808	A5HK05	reviewed	APBP2_RAT	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2)	Appbp2	Rattus norvegicus (Rat)	585	GO:0005654; GO:0005874; GO:0006886; GO:0016567; GO:0030659; GO:0031462; GO:0043161; GO:0046907; GO:1990756
g4112	67.42908798	-1.234232815	0.378518428	-3.260694131	0.001111399	0.005067343	55	30	67	29	20	18	163	116	93	157	41	133	sp	Q5F4A1	G2E3_CHICK	43.871	310	169	3	31	957	6	311	2.40E-77	276	Q5F4A1	reviewed	G2E3_CHICK	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	G2E3 RCJMB04_1m6	Gallus gallus (Chicken)	742	GO:0004842; GO:0005634; GO:0005730; GO:0005737; GO:0006915; GO:0016567; GO:0046872
g133	50.07800856	5.235055115	1.161331784	4.507803187	6.55E-06	6.13E-05	12	212	142	4	0	168	5	8	10	2	0	1	sp	Q9R1R2	TRIM3_MOUSE	30	180	122	2	16	549	7	184	9.52E-21	97.4	Q9R1R2	reviewed	TRIM3_MOUSE	Tripartite motif-containing protein 3 (EC 2.3.2.27) (RING finger protein 22) (RING finger protein HAC1)	Trim3 Hac1 Rnf22	Mus musculus (Mouse)	744	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252
g16370	147.1775256	-1.913180402	0.436249606	-4.385517777	1.16E-05	0.000100523	94	102	68	62	23	7	416	243	228	226	300	278	sp	Q922Y2	TRI59_MOUSE	34.118	85	47	3	64	297	6	88	2.26E-09	63.2	Q922Y2	reviewed	TRI59_MOUSE	Tripartite motif-containing protein 59 (EC 2.3.2.27) (RING finger protein 1)	Trim59 Mrf1	Mus musculus (Mouse)	403	GO:0005783; GO:0005789; GO:0008270; GO:0016567; GO:0043124; GO:0045087; GO:0046597; GO:0061630
g13099	362.1334854	-1.216828417	0.387771119	-3.138006822	0.001701009	0.007246501	180	162	292	283	96	93	584	531	322	506	1150	526	sp	Q7L273	KCTD9_HUMAN	58.647	399	155	2	1	1197	1	389	1.36E-166	475	Q7L273	reviewed	KCTD9_HUMAN	BTB/POZ domain-containing protein KCTD9	KCTD9	Homo sapiens (Human)	389	GO:0016567; GO:0035556; GO:0042802; GO:0051260; GO:0097602
g5940	147.6415133	-0.762669488	0.271109749	-2.813139293	0.004906039	0.01751925	153	133	75	74	64	73	292	186	190	162	256	260	sp	Q58WW2	DCAF6_HUMAN	72.263	137	37	1	1264	1671	703	839	6.36E-61	219	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0016567; GO:0030374; GO:0045944; GO:0080008
g5941	83.98346155	-0.803661338	0.240695816	-3.338908633	0.000841082	0.003969044	62	43	71	63	31	47	183	116	145	127	82	133	sp	Q58WW2	DCAF6_HUMAN	57.66	359	130	4	34	1092	15	357	4.88E-143	432	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0016567; GO:0030374; GO:0045944; GO:0080008
g2521	1874.745592	0.794435836	0.252067479	3.151679223	0.001623345	0.006975898	2230	1845	1690	1610	2162	2077	2685	1333	1276	2219	1181	1446	sp	Q8BZZ3	WWP1_MOUSE	66.667	582	176	5	1060	2763	341	918	0	786	Q8BZZ3	reviewed	WWP1_MOUSE	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1)	Wwp1	Mus musculus (Mouse)	918	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016567; GO:0030217; GO:0030324; GO:0043161; GO:0045892; GO:0061630
g3579	456.110384	-0.511663796	0.145318177	-3.520989649	0.000429939	0.002248293	387	376	374	388	146	308	846	605	536	733	586	630	sp	Q80T85	DCAF5_MOUSE	59.277	415	160	2	13	1230	13	427	6.43E-164	504	Q80T85	reviewed	DCAF5_MOUSE	DDB1- and CUL4-associated factor 5 (WD repeat-containing protein 22)	Dcaf5 Kiaa1824 Wdr22	Mus musculus (Mouse)	946	GO:0005737; GO:0005739; GO:0016567; GO:0045717; GO:0080008
g17771	341.6857397	1.027046623	0.270481723	3.797101748	0.000146398	0.000897733	502	350	404	218	378	425	410	269	242	225	255	248	sp	Q969H0	FBXW7_HUMAN	64.236	288	88	5	847	1707	195	468	9.88E-119	370	Q969H0	reviewed	FBXW7_HUMAN	F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10	Homo sapiens (Human)	707	GO:0001570; GO:0001944; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010868; GO:0010883; GO:0010992; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0032880; GO:0032991; GO:0034644; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0045741; GO:0045746; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0051443; GO:0055088; GO:0070374; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1902806; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2000346; GO:2000639; GO:2001205
g17770	148.0885597	1.180063734	0.332409529	3.550029805	0.000385188	0.002045788	246	166	120	119	186	169	152	72	87	146	144	63	sp	Q969H0	FBXW7_HUMAN	89.048	210	23	0	1	630	498	707	9.52E-126	374	Q969H0	reviewed	FBXW7_HUMAN	F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10	Homo sapiens (Human)	707	GO:0001570; GO:0001944; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010868; GO:0010883; GO:0010992; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0032880; GO:0032991; GO:0034644; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0045741; GO:0045746; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0051443; GO:0055088; GO:0070374; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1902806; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2000346; GO:2000639; GO:2001205
g12615	77.89151427	-1.049825771	0.332456472	-3.157784128	0.001589732	0.006867357	37	87	43	49	13	43	193	115	84	135	144	108	sp	Q0IJ33	TM129_XENTR	50.833	360	175	2	13	1089	3	361	5.30E-129	377	Q0IJ33	reviewed	TM129_XENTR	E3 ubiquitin-protein ligase TM129 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TM129)	tmem129	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	362	GO:0005789; GO:0006986; GO:0016567; GO:0046872; GO:0061630
g4518	351.5925675	-1.056531152	0.353384204	-2.989752062	0.00279204	0.010976131	185	376	329	195	80	97	882	477	293	842	422	625	sp	Q8N806	UBR7_HUMAN	45.575	452	180	9	43	1383	34	424	7.24E-118	355	Q8N806	reviewed	UBR7_HUMAN	Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)	UBR7 C14orf130	Homo sapiens (Human)	425	GO:0008270; GO:0016567; GO:0061630
g13047	75.5746825	-1.776374418	0.631528446	-2.812817745	0.004910948	0.017529524	50	72	47	32	0	15	245	114	76	265	64	114	sp	Q8BGZ4	CDC23_MOUSE	56.971	581	232	6	40	1761	28	597	0	674	Q8BGZ4	reviewed	CDC23_MOUSE	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	Cdc23 Anapc8	Mus musculus (Mouse)	597	GO:0005680; GO:0016567; GO:0031145; GO:0045842; GO:0051301; GO:0070936; GO:0070979; GO:0141198
g22310	149.1278087	2.248612362	0.355266733	6.329363688	2.46E-10	6.83E-09	332	187	186	153	189	194	127	56	27	39	68	73	sp	Q6GPV5	RN181_XENLA	50.307	163	65	5	1	462	1	156	2.87E-47	153	Q6GPV5	reviewed	RN181_XENLA	E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181)	rnf181	Xenopus laevis (African clawed frog)	156	GO:0016567; GO:0046872; GO:0061630
g4123	10805.53159	1.018865102	0.230654376	4.417280598	1.00E-05	8.87E-05	12889	13308	8617	12299	11695	12635	10741	7829	8385	8468	5972	9771	sp	P79781	RS27A_CHICK	96.032	126	5	0	1	378	1	126	5.72E-58	179	P79781	reviewed	RS27A_CHICK	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]	RPS27A UBA80	Gallus gallus (Chicken)	156	GO:0003735; GO:0005654; GO:0005730; GO:0006412; GO:0016567; GO:0019941; GO:0022627; GO:0031386; GO:0031625; GO:0032040; GO:0042274; GO:0046872
g16369	347.689685	-1.668533181	0.314992361	-5.297059188	1.18E-07	1.75E-06	153	107	175	189	100	127	773	745	458	1027	260	648	sp	Q5PQN5	TRI55_RAT	37.778	90	45	3	88	327	26	114	5.93E-10	62.4	Q5PQN5	reviewed	TRI55_RAT	Tripartite motif-containing protein 55 (EC 2.3.2.27) (Muscle-specific RING finger protein 2) (MuRF-2) (MuRF2) (RING finger protein 29)	Trim55 Murf2 Rnf29	Rattus norvegicus (Rat)	545	GO:0002523; GO:0005634; GO:0005737; GO:0008270; GO:0016567; GO:0030674; GO:0042802; GO:0050904; GO:0061630; GO:0070936; GO:1901224; GO:1905517
g14918	146.4250279	-1.072792689	0.291375155	-3.681826225	0.000231569	0.00132626	81	115	139	94	28	57	322	204	256	261	136	278	sp	Q6DG60	UBE2Z_DANRE	67.568	259	82	2	28	801	42	299	4.98E-129	373	Q6DG60	reviewed	UBE2Z_DANRE	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	ube2z zgc:92419	Danio rerio (Zebrafish) (Brachydanio rerio)	328	GO:0004869; GO:0005524; GO:0005634; GO:0005737; GO:0006915; GO:0016567; GO:0043066; GO:0061631
g8817	807.0462259	1.533458162	0.337960231	4.537392334	5.70E-06	5.43E-05	1351	633	803	655	894	1601	675	623	433	583	329	354	sp	P0CG73	UBI1P_CANAX	27.632	152	104	2	7	462	1	146	3.45E-09	60.8	P0CG73	reviewed	UBI1P_CANAX	Polyubiquitin [Cleaved into: Ubiquitin-related; Ubiquitin]	UBI1	Candida albicans (Yeast)	229	GO:0005634; GO:0005737; GO:0016567; GO:0019941; GO:0031386; GO:0031625
g8818	2790.077934	3.681495609	0.47915359	7.683330949	1.55E-14	9.32E-13	6741	956	3005	1830	4459	7908	553	401	352	362	561	529	sp	P0CG73	UBI1P_CANAX	26.364	110	81	0	7	336	1	110	4.33E-07	54.7	P0CG73	reviewed	UBI1P_CANAX	Polyubiquitin [Cleaved into: Ubiquitin-related; Ubiquitin]	UBI1	Candida albicans (Yeast)	229	GO:0005634; GO:0005737; GO:0016567; GO:0019941; GO:0031386; GO:0031625
g8225	1289.35994	-0.416741571	0.1677232	-2.484698429	0.012966122	0.038450645	1437	1099	921	909	630	734	2261	1372	1569	1864	1921	1765	sp	Q9P1Y6	PHRF1_HUMAN	52.217	203	85	5	385	966	106	305	3.30E-56	221	Q9P1Y6	reviewed	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1	PHRF1 KIAA1542	Homo sapiens (Human)	1649	GO:0016020; GO:0016567; GO:0046872; GO:0070063
g14385	4885.205629	1.328075322	0.257196248	5.163665227	2.42E-07	3.33E-06	7962	4870	4678	5090	5748	6201	6015	2643	2526	4030	2234	3310	sp	Q93008	USP9X_HUMAN	69.167	2400	690	17	220	7287	102	2495	0	3260	Q93008	reviewed	USP9X_HUMAN	"Ubiquitin carboxyl-terminal hydrolase 9X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)"	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2554	GO:0000122; GO:0001764; GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005929; GO:0006307; GO:0007059; GO:0007179; GO:0007292; GO:0008104; GO:0008234; GO:0016020; GO:0016477; GO:0016562; GO:0016567; GO:0016579; GO:0030426; GO:0030509; GO:0032092; GO:0032435; GO:0035520; GO:0042752; GO:0048511; GO:0048675; GO:0050821; GO:0051301; GO:0060271; GO:0061578; GO:0061824; GO:0070410; GO:0070536; GO:0071947; GO:0101005; GO:0140313; GO:0180017; GO:1904515; GO:1990000; GO:1990380
g15387	822.5971559	1.310354415	0.21186799	6.184768237	6.22E-10	1.58E-08	1026	1135	887	1132	685	1085	736	495	451	437	785	493	sp	Q5FVN8	WSDU1_RAT	40.726	496	255	10	1	1452	1	469	1.63E-115	351	Q5FVN8	reviewed	WSDU1_RAT	"WD repeat, SAM and U-box domain-containing protein 1"	Wdsub1	Rattus norvegicus (Rat)	476	GO:0004842; GO:0016567
g3688	4634.457306	1.784157804	0.343798913	5.189538819	2.11E-07	2.94E-06	8866	6581	5008	2711	6293	6151	4738	1974	1743	3116	1454	2810	sp	Q9NR09	BIRC6_HUMAN	46.802	1970	850	38	9298	14973	3001	4850	0	1368	Q9NR09	reviewed	BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	Homo sapiens (Human)	4857	GO:0000922; GO:0004842; GO:0004869; GO:0005634; GO:0005768; GO:0005802; GO:0005813; GO:0005815; GO:0005829; GO:0006468; GO:0006915; GO:0008283; GO:0008284; GO:0016020; GO:0016567; GO:0030496; GO:0032465; GO:0042127; GO:0043066; GO:0051301; GO:0060711; GO:0060712; GO:0061631; GO:0090543; GO:2001237
g1447	15111.59746	1.591487111	0.293736383	5.418079631	6.02E-08	9.65E-07	23115	14364	14613	18800	20762	18543	9586	6852	9186	7080	12576	7029	sp	P23787	TERA_XENLA	87.223	767	96	2	2155	4455	10	774	0	1330	P23787	reviewed	TERA_XENLA	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP)	vcp	Xenopus laevis (African clawed frog)	805	GO:0000785; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0006281; GO:0006302; GO:0006914; GO:0006974; GO:0008289; GO:0010494; GO:0010498; GO:0016236; GO:0016567; GO:0016887; GO:0019985; GO:0032510; GO:0034605; GO:0035617; GO:0035861; GO:0036297; GO:0036503; GO:0042802; GO:0043161; GO:0044877; GO:0061857; GO:0097352; GO:1903843; GO:1905634
g20104	335.7654232	0.759481768	0.2290122	3.316337595	0.000912056	0.004257411	588	419	400	388	207	235	344	262	416	267	257	253	sp	Q9UHC7	MKRN1_HUMAN	50.877	57	27	1	94	261	55	111	4.39E-16	77.8	Q9UHC7	reviewed	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1 RNF61	Homo sapiens (Human)	482	GO:0000209; GO:0003723; GO:0005829; GO:0016567; GO:0046872; GO:0061630
g5023	55.51444145	-1.762532666	0.506876831	-3.477240544	0.000506603	0.002590338	38	3	15	41	11	26	125	107	98	146	85	62	sp	Q8WV16	DCAF4_HUMAN	48.341	211	104	4	517	1140	284	492	3.68E-56	194	Q8WV16	reviewed	DCAF4_HUMAN	DDB1- and CUL4-associated factor 4 (WD repeat-containing protein 21A)	DCAF4 WDR21 WDR21A	Homo sapiens (Human)	495	GO:0005654; GO:0016567; GO:0080008
g937	204.318204	-1.201762946	0.394273379	-3.048044864	0.002303355	0.009351016	136	56	171	196	37	61	494	427	326	400	199	274	sp	Q3SZD5	DCA15_BOVIN	36.765	272	120	9	67	846	35	266	5.54E-34	142	Q3SZD5	reviewed	DCA15_BOVIN	DDB1- and CUL4-associated factor 15	DCAF15	Bos taurus (Bovine)	600	GO:0000209; GO:0002376; GO:0016567; GO:0032814; GO:0046872; GO:0080008
