gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g6599	34572.78563	0.79264491	0.2263831	3.50134312	0.000462919	0.002323284	46199	40471	35728	22829	25347	34514	30970	36546	34817	24545	39885	33682	41315	15533	42511	25016	sp	P61314	RL15_RAT	81.373	204	38	0	1	612	1	204	1.79E-110	317	P61314	reviewed	RL15_RAT	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Rpl15	Rattus norvegicus (Rat)	204	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0045202; GO:0045471	11852.52876	0.880039796	0.287725427	3.058609751	0.002223666	0.009268014	12029	14810	8595	11572	13297	13898	11071	7187	9137	11414	10653	10726	sp	P61314	RL15_RAT	81.373	204	38	0	1	612	1	204	1.79E-110	317	P61314	reviewed	RL15_RAT	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Rpl15	Rattus norvegicus (Rat)	204	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0045202; GO:0045471
g10949	31405.76389	0.811795199	0.253566553	3.201507407	0.001367106	0.005787283	25966	37533	38343	21391	27133	33778	30748	31487	27989	22153	39668	27261	29767	16170	36026	25392	sp	P62907	RL10A_RAT	79.07	215	45	0	4	648	3	217	4.18E-111	320	P62907	reviewed	RL10A_RAT	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a)	Rpl10a	Rattus norvegicus (Rat)	217	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0006412; GO:0014069; GO:0022625; GO:0022626; GO:0045202; GO:0045471	13044.80766	0.837495616	0.239214113	3.501029289	0.000463465	0.002476066	13758	18621	10491	13576	12624	13784	12535	9115	9956	12450	12444	11040	sp	P62907	RL10A_RAT	79.07	215	45	0	4	648	3	217	4.18E-111	320	P62907	reviewed	RL10A_RAT	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a)	Rpl10a	Rattus norvegicus (Rat)	217	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0006412; GO:0014069; GO:0022625; GO:0022626; GO:0045202; GO:0045471
g9309	24599.39925	0.876628204	0.217496747	4.030534794	5.57E-05	0.000386182	32819	25704	26992	14748	19770	22965	19445	24517	23268	18124	29165	26996	30053	9503	36975	18458	sp	P24049	RL17_RAT	80.247	162	32	0	1	486	1	162	2.75E-97	282	P24049	reviewed	RL17_RAT	Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (Amino acid starvation-induced protein) (ASI) (L23)	Rpl17	Rattus norvegicus (Rat)	184	GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0034198; GO:0045202; GO:0070180; GO:1900087; GO:1990928	10434.28719	0.803944265	0.224092886	3.587549254	0.000333801	0.00188108	11752	17154	9240	8677	8936	11429	10061	7550	7849	10078	9241	10069	sp	P24049	RL17_RAT	80.247	162	32	0	1	486	1	162	2.75E-97	282	P24049	reviewed	RL17_RAT	Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (Amino acid starvation-induced protein) (ASI) (L23)	Rpl17	Rattus norvegicus (Rat)	184	GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0034198; GO:0045202; GO:0070180; GO:1900087; GO:1990928
g20594	1914.995569	1.79417958	0.395695703	4.534240752	5.78E-06	5.37E-05	668	835	1385	961	2587	1010	854	853	1831	2496	1293	2087	2305	1633	1156	2803	sp	Q6P799	SYSC_RAT	68.116	483	151	3	1	1446	1	481	0	681	Q6P799	reviewed	SYSC_RAT	"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"	Sars1 Sars	Rattus norvegicus (Rat)	512	GO:0000049; GO:0000122; GO:0000978; GO:0001514; GO:0002181; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006400; GO:0006434; GO:0016525; GO:0019899; GO:0042803; GO:0060090; GO:0098619; GO:1904046	973.7628645	1.704597364	0.482347012	3.533964805	0.000409376	0.00222933	1707	633	833	1759	1330	910	610	280	653	305	1082	289	sp	Q6P799	SYSC_RAT	68.116	483	151	3	1	1446	1	481	0	681	Q6P799	reviewed	SYSC_RAT	"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"	Sars1 Sars	Rattus norvegicus (Rat)	512	GO:0000049; GO:0000122; GO:0000978; GO:0001514; GO:0002181; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006400; GO:0006434; GO:0016525; GO:0019899; GO:0042803; GO:0060090; GO:0098619; GO:1904046
g18183	18364.86206	0.904989942	0.21613329	4.187184411	2.82E-05	0.000214382	20115	20154	19383	10785	16391	16432	15852	19258	17621	16372	22016	16901	18631	7336	26262	15677	sp	O09167	RL21_MOUSE	66.667	162	51	1	10	495	2	160	8.34E-67	203	O09167	reviewed	RL21_MOUSE	Large ribosomal subunit protein eL21 (60S ribosomal protein L21)	Rpl21	Mus musculus (Mouse)	160	GO:0002181; GO:0003735; GO:0005737; GO:0005783; GO:0005829; GO:0005840; GO:0022625; GO:0045202; GO:0098794	6111.860919	1.043681146	0.239705674	4.354011015	1.34E-05	0.000117331	7004	8036	5561	6574	6164	7353	5366	4138	4676	5886	3239	5710	sp	O09167	RL21_MOUSE	66.667	162	51	1	10	495	2	160	8.34E-67	203	O09167	reviewed	RL21_MOUSE	Large ribosomal subunit protein eL21 (60S ribosomal protein L21)	Rpl21	Mus musculus (Mouse)	160	GO:0002181; GO:0003735; GO:0005737; GO:0005783; GO:0005829; GO:0005840; GO:0022625; GO:0045202; GO:0098794
g13994	53361.84802	0.714784501	0.219012805	3.263665343	0.00109981	0.004815607	75822	65044	58358	34852	43582	48692	53668	55361	49675	42735	65718	55797	64500	22545	50318	39631	sp	P41116	RL8_XENLA	84.921	252	38	0	1	756	1	252	2.55E-160	447	P41116	reviewed	RL8_XENLA	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	rpl8	Xenopus laevis (African clawed frog)	257	GO:0002181; GO:0003735; GO:0019843; GO:0022625	18666.49357	0.772609946	0.237005042	3.259888229	0.001114561	0.005217766	21755	22144	15444	16365	18086	22458	19256	13855	14483	17551	18969	15509	sp	P41116	RL8_XENLA	84.921	252	38	0	1	756	1	252	2.55E-160	447	P41116	reviewed	RL8_XENLA	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	rpl8	Xenopus laevis (African clawed frog)	257	GO:0002181; GO:0003735; GO:0019843; GO:0022625
g11209	27346.16981	1.08934962	0.238602623	4.565539169	4.98E-06	4.71E-05	30126	26429	27361	14960	23377	21505	19096	26028	24734	23737	30590	25456	32647	14434	37995	23110	sp	P27085	RS26_OCTVU	84.348	115	17	1	103	444	1	115	1.45E-53	168	P27085	reviewed	RS26_OCTVU	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26	Octopus vulgaris (Common octopus)	127	GO:0002181; GO:0003729; GO:0003735; GO:0005840; GO:0022627; GO:0098556	10090.45142	1.151506309	0.240358943	4.790777893	1.66E-06	1.89E-05	11762	12993	9472	11178	10468	12764	8612	5836	8140	8423	5570	8830	sp	P27085	RS26_OCTVU	84.348	115	17	1	103	444	1	115	1.45E-53	168	P27085	reviewed	RS26_OCTVU	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26	Octopus vulgaris (Common octopus)	127	GO:0002181; GO:0003729; GO:0003735; GO:0005840; GO:0022627; GO:0098556
g17311	33810.94398	0.720104463	0.212869459	3.382845369	0.00071739	0.003353102	45574	37822	36619	21701	31153	33588	32826	36235	30622	24645	35316	34738	38918	14505	47304	23445	sp	Q90YV0	RL18_ICTPU	77.128	188	43	0	1	564	1	188	7.07E-100	289	Q90YV0	reviewed	RL18_ICTPU	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	rpl18	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	188	GO:0002181; GO:0003735; GO:0005791; GO:0022625	11841.92593	0.858584841	0.196429451	4.37095781	1.24E-05	0.000110082	13507	14780	10315	13217	10843	13284	12502	9373	9931	10947	8118	10499	sp	Q90YV0	RL18_ICTPU	77.128	188	43	0	1	564	1	188	7.07E-100	289	Q90YV0	reviewed	RL18_ICTPU	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	rpl18	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	188	GO:0002181; GO:0003735; GO:0005791; GO:0022625
g19475	1128.157498	2.091678627	0.463765081	4.510211557	6.48E-06	5.95E-05	499	525	567	480	838	747	407	516	951	1058	669	1430	1458	2823	628	4910	sp	Q9H3F6	BACD3_HUMAN	71.483	263	68	4	88	873	28	284	2.79E-134	386	Q9H3F6	reviewed	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313	GO:0005112; GO:0005654; GO:0005829; GO:0006511; GO:0016567; GO:0031463; GO:0035024; GO:0042802; GO:0043161; GO:0051260	786.8160768	2.190568155	0.328872658	6.660839994	2.72E-11	9.31E-10	1558	1176	670	1012	1250	622	381	302	415	293	310	332	sp	Q9H3F6	BACD3_HUMAN	71.483	263	68	4	88	873	28	284	2.79E-134	386	Q9H3F6	reviewed	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313	GO:0005112; GO:0005654; GO:0005829; GO:0006511; GO:0016567; GO:0031463; GO:0035024; GO:0042802; GO:0043161; GO:0051260
g14478	96.63110255	-2.00868178	0.559047615	-3.59304239	0.000326839	0.001738179	138	167	170	307	296	169	165	216	68	35	5	51	47	4	64	0	sp	P0C2W1	FBSP1_HUMAN	72.727	220	59	1	25	681	39	258	3.93E-115	334	P0C2W1	reviewed	FBSP1_HUMAN	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)	FBXO45 FBX45	Homo sapiens (Human)	286	GO:0001764; GO:0005576; GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0014069; GO:0016567; GO:0019005; GO:0021799; GO:0021800; GO:0021957; GO:0021960; GO:0042734; GO:0042995; GO:0043161; GO:0045202; GO:0045211; GO:0060386; GO:0070936; GO:0098978; GO:0099523; GO:0099524; GO:1990756; GO:2000300	60.73188569	-2.478275998	0.32038314	-7.735350866	1.03E-14	6.60E-13	21	17	11	21	10	15	102	125	144	120	137	100	sp	P0C2W1	FBSP1_HUMAN	72.727	220	59	1	25	681	39	258	3.93E-115	334	P0C2W1	reviewed	FBSP1_HUMAN	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)	FBXO45 FBX45	Homo sapiens (Human)	286	GO:0001764; GO:0005576; GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0014069; GO:0016567; GO:0019005; GO:0021799; GO:0021800; GO:0021957; GO:0021960; GO:0042734; GO:0042995; GO:0043161; GO:0045202; GO:0045211; GO:0060386; GO:0070936; GO:0098978; GO:0099523; GO:0099524; GO:1990756; GO:2000300
g9753	1627.937631	0.76442113	0.257772536	2.965487104	0.00302204	0.011236701	1082	1514	1359	1571	2019	1624	1681	2130	2083	1970	1002	2405	1278	695	855	1925	sp	Q6I6G8	HECW2_MOUSE	58.853	802	264	8	2803	5103	808	1578	0	840	Q6I6G8	reviewed	HECW2_MOUSE	"E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)"	Hecw2 Kiaa1301 Nedl2	Mus musculus (Mouse)	1578	GO:0005737; GO:0006511; GO:0016567; GO:0030071; GO:0048814; GO:0061630; GO:0072686	1168.050089	0.922136671	0.311011014	2.964964681	0.003027177	0.012028063	1688	1093	1144	938	1463	1091	1776	752	697	1428	591	902	sp	Q6I6G8	HECW2_MOUSE	58.853	802	264	8	2803	5103	808	1578	0	840	Q6I6G8	reviewed	HECW2_MOUSE	"E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)"	Hecw2 Kiaa1301 Nedl2	Mus musculus (Mouse)	1578	GO:0005737; GO:0006511; GO:0016567; GO:0030071; GO:0048814; GO:0061630; GO:0072686
g13596	23.6340236	3.044868264	0.935984212	3.253119255	0.001141456	0.00497308	6	0	1	5	9	8	19	7	0	8	11	19	23	8	8	157	sp	Q4G0X4	KCD21_HUMAN	56.757	111	44	1	1	333	1	107	1.08E-36	128	Q4G0X4	reviewed	KCD21_HUMAN	BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21)	KCTD21	Homo sapiens (Human)	260	GO:0006511; GO:0016567; GO:0042802; GO:0042826; GO:0045879; GO:0051260; GO:0097602	29.35415368	4.14458131	1.146105405	3.616230491	0.000298924	0.001713142	32	114	106	5	0	63	2	9	4	0	0	7	sp	Q4G0X4	KCD21_HUMAN	56.757	111	44	1	1	333	1	107	1.08E-36	128	Q4G0X4	reviewed	KCD21_HUMAN	BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21)	KCTD21	Homo sapiens (Human)	260	GO:0006511; GO:0016567; GO:0042802; GO:0042826; GO:0045879; GO:0051260; GO:0097602
g17328	204.8452354	1.544587134	0.39027309	3.957708517	7.57E-05	0.000504054	141	108	130	116	121	148	156	210	182	238	66	314	119	124	157	505	sp	Q9HAU4	SMUF2_HUMAN	70.5	200	50	2	1	600	1	191	5.31E-96	300	Q9HAU4	reviewed	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748	GO:0000122; GO:0000151; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0016567; GO:0016607; GO:0017015; GO:0030512; GO:0030514; GO:0042802; GO:0043161; GO:0045121; GO:0045892; GO:0046332; GO:0060071; GO:0061630; GO:0090263; GO:1901165	162.3532508	1.42792885	0.365713512	3.904501214	9.44E-05	0.000643503	220	159	155	155	224	219	125	84	111	97	52	168	sp	Q9HAU4	SMUF2_HUMAN	70.5	200	50	2	1	600	1	191	5.31E-96	300	Q9HAU4	reviewed	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748	GO:0000122; GO:0000151; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0016567; GO:0016607; GO:0017015; GO:0030512; GO:0030514; GO:0042802; GO:0043161; GO:0045121; GO:0045892; GO:0046332; GO:0060071; GO:0061630; GO:0090263; GO:1901165
g4809	350.4611739	-1.636775723	0.290558201	-5.633211246	1.77E-08	3.02E-07	557	750	810	636	604	501	828	1096	159	62	182	422	190	13	140	84	sp	Q5ND34	WDR81_MOUSE	33.333	1047	592	22	1246	4323	55	1016	8.51E-144	494	Q5ND34	reviewed	WDR81_MOUSE	WD repeat-containing protein 81	Wdr81	Mus musculus (Mouse)	1934	GO:0000421; GO:0005739; GO:0005765; GO:0005829; GO:0006511; GO:0007005; GO:0010008; GO:0031901; GO:0031902; GO:0035014; GO:0035973; GO:0045022; GO:0050821; GO:0070530; GO:0141039	221.6429406	-1.015098004	0.294281919	-3.449406637	0.00056182	0.002926166	165	158	249	90	40	106	663	312	235	475	296	276	sp	Q5ND34	WDR81_MOUSE	33.333	1047	592	22	1246	4323	55	1016	8.51E-144	494	Q5ND34	reviewed	WDR81_MOUSE	WD repeat-containing protein 81	Wdr81	Mus musculus (Mouse)	1934	GO:0000421; GO:0005739; GO:0005765; GO:0005829; GO:0006511; GO:0007005; GO:0010008; GO:0031901; GO:0031902; GO:0035014; GO:0035973; GO:0045022; GO:0050821; GO:0070530; GO:0141039
g13964	1649.075368	-2.07528836	0.219325532	-9.462137608	3.02E-21	3.38E-19	2153	3919	4520	3409	2708	3902	4404	3620	536	374	384	1346	929	120	298	463	sp	P49407	ARRB1_HUMAN	57.045	440	145	12	187	1488	4	405	3.35E-151	441	P49407	reviewed	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418	GO:0000139; GO:0000785; GO:0001664; GO:0001934; GO:0002031; GO:0002092; GO:0003713; GO:0004857; GO:0005096; GO:0005159; GO:0005634; GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0005905; GO:0006357; GO:0006511; GO:0007165; GO:0007601; GO:0015031; GO:0016567; GO:0016604; GO:0030659; GO:0031143; GO:0031397; GO:0031410; GO:0031625; GO:0031701; GO:0032088; GO:0032715; GO:0032717; GO:0035025; GO:0043149; GO:0043161; GO:0045746; GO:0045944; GO:0070374; GO:1990763	979.0957353	-1.627383103	0.271217765	-6.0002821	1.97E-09	4.64E-08	572	784	467	246	206	316	2959	2135	1251	2140	1019	1643	sp	P49407	ARRB1_HUMAN	57.045	440	145	12	187	1488	4	405	3.35E-151	441	P49407	reviewed	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418	GO:0000139; GO:0000785; GO:0001664; GO:0001934; GO:0002031; GO:0002092; GO:0003713; GO:0004857; GO:0005096; GO:0005159; GO:0005634; GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0005905; GO:0006357; GO:0006511; GO:0007165; GO:0007601; GO:0015031; GO:0016567; GO:0016604; GO:0030659; GO:0031143; GO:0031397; GO:0031410; GO:0031625; GO:0031701; GO:0032088; GO:0032715; GO:0032717; GO:0035025; GO:0043149; GO:0043161; GO:0045746; GO:0045944; GO:0070374; GO:1990763
g14365	3009.515982	0.811682527	0.225967996	3.592024273	0.000328119	0.001744022	3365	2902	2940	2112	3120	2313	3117	3790	3151	3668	1783	5671	3591	933	1483	4179	sp	B4F6W9	TRIPC_XENTR	62.873	905	320	6	3469	6138	1153	2056	0	1182	B4F6W9	reviewed	TRIPC_XENTR	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	trip12	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	2056	GO:0000209; GO:0005654; GO:0006281; GO:0006511; GO:0008270; GO:0033696; GO:0045995; GO:0061630; GO:0140861	2398.618788	1.032084419	0.295498475	3.492689497	0.000478182	0.002543399	3293	2798	2152	2118	2994	2305	3089	1657	1239	2736	1159	1990	sp	B4F6W9	TRIPC_XENTR	62.873	905	320	6	3469	6138	1153	2056	0	1182	B4F6W9	reviewed	TRIPC_XENTR	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	trip12	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	2056	GO:0000209; GO:0005654; GO:0006281; GO:0006511; GO:0008270; GO:0033696; GO:0045995; GO:0061630; GO:0140861
g1423	578.4374117	1.028782089	0.344862535	2.983165713	0.002852835	0.010667387	610	463	578	455	474	419	516	557	604	1017	232	895	707	315	166	602	sp	Q15386	UBE3C_HUMAN	48.457	1102	529	16	1	3246	1	1083	0	953	Q15386	reviewed	UBE3C_HUMAN	Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (Homologous to E6AP carboxyl terminus homologous protein 2) (HectH2) (RTA-associated ubiquitin ligase) (RAUL)	UBE3C KIAA0010 KIAA10	Homo sapiens (Human)	1083	GO:0000209; GO:0000502; GO:0006511; GO:0035519; GO:0061630; GO:0070936	399.2307952	1.238133767	0.255208219	4.851465097	1.23E-06	1.45E-05	1038	409	480	453	257	369	310	314	243	308	313	229	sp	Q15386	UBE3C_HUMAN	48.457	1102	529	16	1	3246	1	1083	0	953	Q15386	reviewed	UBE3C_HUMAN	Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (Homologous to E6AP carboxyl terminus homologous protein 2) (HectH2) (RTA-associated ubiquitin ligase) (RAUL)	UBE3C KIAA0010 KIAA10	Homo sapiens (Human)	1083	GO:0000209; GO:0000502; GO:0006511; GO:0035519; GO:0061630; GO:0070936
g11349	447.6507831	1.144616653	0.288007466	3.97426035	7.06E-05	0.000473679	435	378	406	259	371	293	381	497	299	331	367	1029	464	233	235	772	sp	Q9P2G1	AKIB1_HUMAN	48.886	763	342	9	1	2238	1	732	0	749	Q9P2G1	reviewed	AKIB1_HUMAN	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	ANKIB1 KIAA1386	Homo sapiens (Human)	1089	GO:0000151; GO:0000209; GO:0005737; GO:0006511; GO:0008270; GO:0031624; GO:0061630	399.7075767	1.814055314	0.339468316	5.343813334	9.10E-08	1.43E-06	567	1232	468	261	362	394	328	236	122	188	234	200	sp	Q9P2G1	AKIB1_HUMAN	48.886	763	342	9	1	2238	1	732	0	749	Q9P2G1	reviewed	AKIB1_HUMAN	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	ANKIB1 KIAA1386	Homo sapiens (Human)	1089	GO:0000151; GO:0000209; GO:0005737; GO:0006511; GO:0008270; GO:0031624; GO:0061630
g3038	149.5201599	-1.930004072	0.20242139	-9.534585615	1.50E-21	1.76E-19	185	281	387	231	310	409	324	472	50	46	51	85	90	7	57	34	sp	Q6J1I7	RN166_RAT	51.208	207	99	2	121	738	31	236	9.61E-66	207	Q6J1I7	reviewed	RN166_RAT	E3 ubiquitin-protein ligase RNF166 (EC 2.3.2.27) (RING finger protein 166) (RING-type E3 ubiquitin transferase RNF166)	Rnf166	Rattus norvegicus (Rat)	237	GO:0000209; GO:0005737; GO:0006511; GO:0006914; GO:0045087; GO:0046872; GO:0061630	61.01063256	-1.596726183	0.523440936	-3.050441938	0.002285049	0.009490972	34	46	18	32	0	37	155	94	65	140	119	105	sp	Q6J1I7	RN166_RAT	51.208	207	99	2	121	738	31	236	9.61E-66	207	Q6J1I7	reviewed	RN166_RAT	E3 ubiquitin-protein ligase RNF166 (EC 2.3.2.27) (RING finger protein 166) (RING-type E3 ubiquitin transferase RNF166)	Rnf166	Rattus norvegicus (Rat)	237	GO:0000209; GO:0005737; GO:0006511; GO:0006914; GO:0045087; GO:0046872; GO:0061630
g2851	1062.044547	1.149761029	0.402326424	2.857781541	0.00426614	0.015049103	745	661	1095	773	977	1031	879	911	857	1138	415	1215	827	834	388	1894	sp	Q9JLV2	TP4AP_MOUSE	42.51	781	393	14	112	2382	36	784	0	592	Q9JLV2	reviewed	TP4AP_MOUSE	Short transient receptor potential channel 4-associated protein (Trp4-associated protein) (Trpc4-associated protein) (Protein TAP1) (Rabex-5/Rin2-interacting protein) (TNF-receptor ubiquitous scaffolding/signaling protein) (Protein TRUSS)	Trpc4ap Trrp4ap	Mus musculus (Mouse)	797	GO:0006511; GO:0016567; GO:0019902; GO:0031464; GO:0048471; GO:0048820; GO:0080008; GO:0140627; GO:1990756	687.8405896	1.371739583	0.292905393	4.683217225	2.82E-06	3.03E-05	973	682	557	1020	911	627	618	437	477	457	379	437	sp	Q9JLV2	TP4AP_MOUSE	42.51	781	393	14	112	2382	36	784	0	592	Q9JLV2	reviewed	TP4AP_MOUSE	Short transient receptor potential channel 4-associated protein (Trp4-associated protein) (Trpc4-associated protein) (Protein TAP1) (Rabex-5/Rin2-interacting protein) (TNF-receptor ubiquitous scaffolding/signaling protein) (Protein TRUSS)	Trpc4ap Trrp4ap	Mus musculus (Mouse)	797	GO:0006511; GO:0016567; GO:0019902; GO:0031464; GO:0048471; GO:0048820; GO:0080008; GO:0140627; GO:1990756
g15362	2380.18992	1.25691695	0.21627375	5.811694431	6.18E-09	1.15E-07	1970	1962	1786	1554	2273	1613	1706	2240	2523	3123	1981	3302	3361	1265	1541	2607	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587	O43242	reviewed	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813	1318.780669	1.136812388	0.2622506	4.334832358	1.46E-05	0.000126443	2367	1293	1359	1304	1413	1341	1389	717	1011	885	1244	761	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587	O43242	reviewed	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813
